model,base,mean_test_score,rank_test_score,clf__alpha,clf__loss,clf__penalty,cxf__chars__min_df,cxf__postf__ngram_range,cxf__words__ngram_range,clf__C
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.0001,hinge,l2,0.25,"(1, 1)","(1, 2)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.001,hinge,l2,0.1,"(1, 2)","(1, 3)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.0001,hinge,l2,0.1,"(1, 3)","(1, 2)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.0001,log_loss,l1,0.1,"(1, 3)","(1, 1)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.001,hinge,l2,0.1,"(1, 3)","(1, 2)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.001,hinge,l2,0.1,"(1, 3)","(1, 1)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.0001,hinge,l2,0.25,"(1, 3)","(1, 2)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.0001,log_loss,l2,0.25,"(1, 3)","(1, 1)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.0001,hinge,l1,0.1,"(1, 1)","(1, 2)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.0001,hinge,l2,0.25,"(1, 1)","(1, 1)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.0001,hinge,l1,0.25,"(1, 2)","(1, 2)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.0001,log_loss,l2,0.25,"(1, 3)","(1, 2)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.001,hinge,l2,0.25,"(1, 2)","(1, 1)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.0001,log_loss,l2,0.1,"(1, 3)","(1, 3)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.0001,hinge,l1,0.1,"(1, 3)","(1, 2)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.0001,log_loss,l1,0.25,"(1, 2)","(1, 2)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.0001,log_loss,l1,0.1,"(1, 1)","(1, 3)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.0001,hinge,l1,0.1,"(1, 2)","(1, 2)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.001,hinge,l2,0.1,"(1, 1)","(1, 2)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.0001,hinge,l2,0.25,"(1, 3)","(1, 1)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.0001,hinge,l1,0.25,"(1, 3)","(1, 2)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.0001,log_loss,l1,0.1,"(1, 1)","(1, 2)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.001,hinge,l2,0.25,"(1, 3)","(1, 1)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.0001,hinge,l2,0.25,"(1, 2)","(1, 2)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.001,hinge,l2,0.1,"(1, 2)","(1, 2)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.0001,hinge,l2,0.1,"(1, 1)","(1, 1)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.0001,log_loss,l1,0.1,"(1, 3)","(1, 2)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.0001,hinge,l2,0.1,"(1, 2)","(1, 1)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.0001,hinge,l2,0.1,"(1, 3)","(1, 1)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.0001,hinge,l2,0.1,"(1, 3)","(1, 3)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.0001,log_loss,l1,0.1,"(1, 3)","(1, 3)",
LSVM,"SVC(kernel='linear', max_iter=5000)",,,0.0001,hinge,l1,0.25,"(1, 1)","(1, 3)",
